Code,Description
J63.1,Bauxite fibrosis (of lung)
J63.2,Berylliosis
J63.3,Graphite fibrosis (of lung)
J63.4,Siderosis
J63.5,Stannosis
J63.8,Pneumoconiosis due to other specified inorganic dusts
J64,Unspecified pneumoconiosis
J65,Pneumoconiosis associated with tuberculosis
J66,Airway disease due to specific organic dust
J66.0,Byssinosis
J66.1,Flax-dresser disease
J66.2,Cannabinosis
J66.8,Airway disease due to other specific organic dusts
J67,Hypersensitivity pneumonitis due to organic dust
J67.0,Farmer lung
J67.1,Bagassosis
J67.2,Bird fancier lung
J67.3,Suberosis
J67.4,Maltworker lung
J67.5,Mushroom-worker lung
J67.6,Maple-bark-stripper lung
J67.7,Air-conditioner and humidifier lung
J67.8,Hypersensitivity pneumonitis due to other organic dusts
J67.9,Hypersensitivity pneumonitis due to unspecified organic dust
J68,"Respiratory conditions due to inhalation of chemicals, gases, fumes and vapours Coding-Hint Use additional external cause code (Chapter XX), if desired, to identify cause."
J68.0,"Bronchitis and pneumonitis due to chemicals, gases, fumes and vapours"
J68.1,"Pulmonary oedema due to chemicals, gases, fumes and vapours"
J68.2,"Upper respiratory inflammation due to chemicals, gases, fumes and vapours, not elsewhere classified"
J68.3,"Other acute and subacute respiratory conditions due to chemicals, gases, fumes and vapours"
J68.4,"Chronic respiratory conditions due to chemicals, gases, fumes and vapours"
J68.8,"Other respiratory conditions due to chemicals, gases, fumes and vapours"
J68.9,"Unspecified respiratory condition due to chemicals, gases, fumes and vapours"
J69,"Pneumonitis due to solids and liquids Coding-Hint Use additional external cause code (Chapter XX), if desired, to identify cause."
J69.0,Pneumonitis due to food and vomit
J69.1,Pneumonitis due to oils and essences
J69.8,Pneumonitis due to other solids and liquids
J70,"Respiratory conditions due to other external agents Coding-Hint Use additional external cause code (Chapter XX), if desired, to identify cause."
J70.0,Acute pulmonary manifestations due to radiation
J70.1,Chronic and other pulmonary manifestations due to radiation
J70.2,Acute drug-induced interstitial lung disorders
J70.3,Chronic drug-induced interstitial lung disorders
J70.4,"Drug-induced interstitial lung disorders, unspecified"
J70.8,Respiratory conditions due to other specified external agents
J70.9,Respiratory conditions due to unspecified external agent
J80-,ICD-10 Version
J80,Adult respiratory distress syndrome
J81,Pulmonary oedema
J82,"Pulmonary eosinophilia, not elsewhere classified"
J84,Other interstitial pulmonary diseases
J84.0,Alveolar and parietoalveolar conditions
J84.1,Other interstitial pulmonary diseases with fibrosis
J84.8,Other specified interstitial pulmonary diseases
J84.9,"Interstitial pulmonary disease, unspecified"
J85-,ICD-10 Version
J85,Abscess of lung and mediastinum
J85.0,Gangrene and necrosis of lung
J85.1,Abscess of lung with pneumonia
J85.2,Abscess of lung without pneumonia
J85.3,Abscess of mediastinum
J86,Pyothorax
J86.0,Pyothorax with fistula
J86.9,Pyothorax without fistula
J90-,ICD-10 Version
J90,"Pleural effusion, not elsewhere classified"
J92,Pleural plaque
J92.0,Pleural plaque with presence of asbestos
J92.9,Pleural plaque without asbestos
J93,Pneumothorax
J93.0,Spontaneous tension pneumothorax
J93.1,Other spontaneous pneumothorax
J93.8,Other pneumothorax
J93.9,"Pneumothorax, unspecified"
J94,Other pleural conditions
J94.0,Chylous effusion
J94.1,Fibrothorax
J94.2,Haemothorax
J94.8,Other specified pleural conditions
J94.9,"Pleural condition, unspecified"
J95-,ICD-10 Version
J95,"Postprocedural respiratory disorders, not elsewhere classified"
J95.0,Tracheostomy malfunction
J95.1,Acute pulmonary insufficiency following thoracic surgery
J95.2,Acute pulmonary insufficiency following nonthoracic surgery
J95.3,Chronic pulmonary insufficiency following surgery
J95.4,Mendelson syndrome
J95.5,Postprocedural subglottic stenosis
J95.8,Other postprocedural respiratory disorders
J95.9,"Postprocedural respiratory disorder, unspecified"
J96,"Respiratory failure, not elsewhere classified Modifier-Hint"
J96.0,Acute respiratory failure
J96.1,Chronic respiratory failure
J96.9,"Respiratory failure, unspecified"
J98,Other respiratory disorders
J98.0,"Diseases of bronchus, not elsewhere classified"
J98.1,Pulmonary collapse
J98.2,Interstitial emphysema
J98.3,Compensatory emphysema
J98.4,Other disorders of lung
J98.5,"Diseases of mediastinum, not elsewhere classified"
J98.6,Disorders of diaphragm
J98.7,"Respiratory infections, not elsewhere classified"
J98.8,Other specified respiratory disorders
J98.9,"Respiratory disorder, unspecified"
M33.0,M33.1†
L00-,ICD-10 Version
L00,Staphylococcal scalded skin syndrome
L01,Impetigo
L01.0,Impetigo [any organism] [any site]
L01.1,Impetiginization of other dermatoses
L02,"Cutaneous abscess, furuncle and carbuncle"
L02.0,"Cutaneous abscess, furuncle and carbuncle of face"
L02.1,"Cutaneous abscess, furuncle and carbuncle of neck"
L02.2,"Cutaneous abscess, furuncle and carbuncle of trunk"
L02.3,"Cutaneous abscess, furuncle and carbuncle of buttock"
L02.4,"Cutaneous abscess, furuncle and carbuncle of limb"
L02.8,"Cutaneous abscess, furuncle and carbuncle of other sites"
L02.9,"Cutaneous abscess, furuncle and carbuncle, unspecified"
L03,Cellulitis
L03.0,Cellulitis of finger and toe
L03.1,Cellulitis of other parts of limb
L03.2,Cellulitis of face
L03.3,Cellulitis of trunk
L03.8,Cellulitis of other sites
L03.9,"Cellulitis, unspecified"
L04,Acute lymphadenitis
L04.0,"Acute lymphadenitis of face, head and neck"
L04.1,Acute lymphadenitis of trunk
L04.2,Acute lymphadenitis of upper limb
L04.3,Acute lymphadenitis of lower limb
L04.8,Acute lymphadenitis of other sites
L04.9,"Acute lymphadenitis, unspecified"
L05,Pilonidal cyst
L05.0,Pilonidal cyst with abscess
L05.9,Pilonidal cyst without abscess
L08,Other local infections of skin and subcutaneous tissue
L08.0,Pyoderma
L08.1,Erythrasma
L08.8,Other specified local infections of skin and subcutaneous tissue
L08.9,"Local infection of skin and subcutaneous tissue, unspecified"
L10-,ICD-10 Version
L10,Pemphigus
L10.0,Pemphigus vulgaris
L10.1,Pemphigus vegetans
L10.2,Pemphigus foliaceus
L10.3,Brazilian pemphigus [fogo selvagem]
L10.4,Pemphigus erythematosus
L10.5,"Drug-induced pemphigus Coding-Hint Use additional external cause code (Chapter XX), if desired, to identify drug."
L10.8,Other pemphigus
L10.9,"Pemphigus, unspecified"
L11,Other acantholytic disorders
L11.0,Acquired keratosis follicularis
L11.1,Transient acantholytic dermatosis [Grover]
L11.8,Other specified acantholytic disorders
L11.9,"Acantholytic disorder, unspecified"
L12,Pemphigoid
L12.0,Bullous pemphigoid
L12.1,Cicatricial pemphigoid
L12.2,Chronic bullous disease of childhood
L12.3,Acquired epidermolysis bullosa
L12.8,Other pemphigoid
L12.9,"Pemphigoid, unspecified"
L13,Other bullous disorders
L13.0,Dermatitis herpetiformis
L13.1,Subcorneal pustular dermatitis
L13.8,Other specified bullous disorders
L13.9,"Bullous disorder, unspecified"
L20-,ICD-10 Version
L20,Atopic dermatitis
L20.0,Besnier prurigo
L20.8,Other atopic dermatitis
L20.9,"Atopic dermatitis, unspecified"
L21,Seborrhoeic dermatitis
L21.0,Seborrhoea capitis
L21.1,Seborrhoeic infantile dermatitis
L21.8,Other seborrhoeic dermatitis
L21.9,"Seborrhoeic dermatitis, unspecified"
L22,Diaper [napkin] dermatitis
L23,Allergic contact dermatitis
L23.0,Allergic contact dermatitis due to metals
L23.1,Allergic contact dermatitis due to adhesives
L23.2,Allergic contact dermatitis due to cosmetics
L23.3,"Allergic contact dermatitis due to drugs in contact with skin Coding-Hint Use additional external cause code (Chapter XX), if desired, to identify drug."
L23.4,Allergic contact dermatitis due to dyes
L23.5,Allergic contact dermatitis due to other chemical products
L23.6,Allergic contact dermatitis due to food in contact with skin
L23.7,"Allergic contact dermatitis due to plants, except food"
L23.8,Allergic contact dermatitis due to other agents
L23.9,"Allergic contact dermatitis, unspecified cause"
L24,Irritant contact dermatitis
L24.0,Irritant contact dermatitis due to detergents
L24.1,Irritant contact dermatitis due to oils and greases
L24.2,Irritant contact dermatitis due to solvents
L24.3,Irritant contact dermatitis due to cosmetics
L24.4,"Irritant contact dermatitis due to drugs in contact with skin Coding-Hint Use additional external cause code (Chapter XX), if desired, to identify drug."
L24.5,Irritant contact dermatitis due to other chemical products
L24.6,Irritant contact dermatitis due to food in contact with skin
L24.7,"Irritant contact dermatitis due to plants, except food"
L24.8,Irritant contact dermatitis due to other agents
L24.9,"Irritant contact dermatitis, unspecified cause"
L25,Unspecified contact dermatitis
L25.0,Unspecified contact dermatitis due to cosmetics
L25.1,"Unspecified contact dermatitis due to drugs in contact with skin Coding-Hint Use additional external cause code (Chapter XX), if desired, to identify drug."
L25.2,Unspecified contact dermatitis due to dyes
L25.3,Unspecified contact dermatitis due to other chemical products
L25.4,Unspecified contact dermatitis due to food in contact with skin
L25.5,"Unspecified contact dermatitis due to plants, except food"
L25.8,Unspecified contact dermatitis due to other agents
L25.9,"Unspecified contact dermatitis, unspecified cause"
L26,Exfoliative dermatitis
L27,Dermatitis due to substances taken internally
L27.0,"Generalized skin eruption due to drugs and medicaments Coding-Hint Use additional external cause code (Chapter XX), if desired, to identify drug."
L27.1,"Localized skin eruption due to drugs and medicaments Coding-Hint Use additional external cause code (Chapter XX), if desired, to identify drug."
L27.2,Dermatitis due to ingested food
L27.8,Dermatitis due to other substances taken internally
L27.9,Dermatitis due to unspecified substance taken internally
L28,Lichen simplex chronicus and prurigo
L28.0,Lichen simplex chronicus
L28.1,Prurigo nodularis
L28.2,Other prurigo
L29,Pruritus
L29.0,Pruritus ani
L29.1,Pruritus scroti
L29.2,Pruritus vulvae
L29.3,"Anogenital pruritus, unspecified"
L29.8,Other pruritus
L29.9,"Pruritus, unspecified"
L30,Other dermatitis
L30.0,Nummular dermatitis
L30.1,Dyshidrosis [pompholyx]
L30.2,Cutaneous autosensitization
L30.3,Infective dermatitis
L30.4,Erythema intertrigo
L30.5,Pityriasis alba
L30.8,Other specified dermatitis
L30.9,"Dermatitis, unspecified"
L40-,ICD-10 Version
L40,Psoriasis
L40.0,Psoriasis vulgaris
L40.1,Generalized pustular psoriasis
L40.2,Acrodermatitis continua
L40.3,Pustulosis palmaris et plantaris
L40.4,Guttate psoriasis
M07.0,M07.3*
L40.8,Other psoriasis
L40.9,"Psoriasis, unspecified"
L41,Parapsoriasis
L41.0,Pityriasis lichenoides et varioliformis acuta
L41.1,Pityriasis lichenoides chronica
L41.3,Small plaque parapsoriasis
L41.4,Large plaque parapsoriasis
L41.5,Retiform parapsoriasis
L41.8,Other parapsoriasis
L41.9,"Parapsoriasis, unspecified"
L42,Pityriasis rosea
L43,Lichen planus
L43.0,Hypertrophic lichen planus
L43.1,Bullous lichen planus
L43.2,"Lichenoid drug reaction Coding-Hint Use additional external cause code (Chapter XX), if desired, to identify drug."
L43.3,Subacute (active) lichen planus
L43.8,Other lichen planus
L43.9,"Lichen planus, unspecified"
L44,Other papulosquamous disorders
L44.0,Pityriasis rubra pilaris
L44.1,Lichen nitidus
L44.2,Lichen striatus
L44.3,Lichen ruber moniliformis
L44.4,Infantile papular acrodermatitis [Giannotti-Crosti]
L44.8,Other specified papulosquamous disorders
L44.9,"Papulosquamous disorder, unspecified"
L50-,ICD-10 Version
L50,Urticaria
L50.0,Allergic urticaria
L50.1,Idiopathic urticaria
L50.2,Urticaria due to cold and heat
L50.3,Dermatographic urticaria
L50.4,Vibratory urticaria
L50.5,Cholinergic urticaria
L50.6,Contact urticaria
L50.8,Other urticaria
L50.9,"Urticaria, unspecified"
L51,Erythema multiforme
L51.0,Nonbullous erythema multiforme
L51.1,Bullous erythema multiforme
L51.2,Toxic epidermal necrolysis [Lyell]
L51.8,Other erythema multiforme
L51.9,"Erythema multiforme, unspecified"
L52,Erythema nodosum
L53,Other erythematous conditions
L53.0,"Toxic erythema Coding-Hint Use additional external cause code (Chapter XX), if desired, to identify external agent."
L53.1,Erythema annulare centrifugum
L53.2,Erythema marginatum
L53.3,Other chronic figurate erythema
L53.8,Other specified erythematous conditions
L53.9,"Erythematous condition, unspecified"
L55-,ICD-10 Version
L55,Sunburn
L55.0,Sunburn of first degree
L55.1,Sunburn of second degree
L55.2,Sunburn of third degree
L55.8,Other sunburn
L55.9,"Sunburn, unspecified"
L56,Other acute skin changes due to ultraviolet radiation
L56.0,"Drug phototoxic response Coding-Hint Use additional external cause code (Chapter XX), if desired, to identify drug."
L56.1,"Drug photoallergic response Coding-Hint Use additional external cause code (Chapter XX), if desired, to identify drug."
L56.2,Photocontact dermatitis [berloque dermatitis]
L56.3,Solar urticaria
L56.4,Polymorphous light eruption
L56.8,Other specified acute skin changes due to ultraviolet radiation
L56.9,"Acute skin change due to ultraviolet radiation, unspecified"
L57,Skin changes due to chronic exposure to nonionizing radiation
L57.0,Actinic keratosis
L57.1,Actinic reticuloid
L57.2,Cutis rhomboidalis nuchae
L57.3,Poikiloderma of Civatte
L57.4,Cutis laxa senilis
L57.5,Actinic granuloma
L57.8,Other skin changes due to chronic exposure to nonionizing radiation
L57.9,"Skin changes due to chronic exposure to nonionizing radiation, unspecified"
L58,Radiodermatitis
L58.0,Acute radiodermatitis
L58.1,Chronic radiodermatitis
L58.9,"Radiodermatitis, unspecified"
L59,Other disorders of skin and subcutaneous tissue related to radiation
L59.0,Erythema ab igne [dermatitis ab igne]
L59.8,Other specified disorders of skin and subcutaneous tissue related to radiation
L59.9,"Disorder of skin and subcutaneous tissue related to radiation, unspecified"
L60-,ICD-10 Version
L60,Nail disorders
L60.0,Ingrowing nail
L60.1,Onycholysis
L60.2,Onychogryphosis
L60.3,Nail dystrophy
L60.4,Beau lines
L60.5,Yellow nail syndrome
L60.8,Other nail disorders
L60.9,"Nail disorder, unspecified"
L63,Alopecia areata
L63.0,Alopecia (capitis) totalis
L63.1,Alopecia universalis
L63.2,Ophiasis
L63.8,Other alopecia areata
L63.9,"Alopecia areata, unspecified"
L64,Androgenic alopecia
L64.0,"Drug-induced androgenic alopecia Coding-Hint Use additional external cause code (Chapter XX), if desired, to identify drug."
L64.8,Other androgenic alopecia
L64.9,"Androgenic alopecia, unspecified"
L65,"Other nonscarring hair loss Coding-Hint Use additional external cause code (Chapter XX), if desired, to identify drug, if drug-induced."
L65.0,Telogen effluvium
L65.1,Anagen effluvium
L65.2,Alopecia mucinosa
L65.8,Other specified nonscarring hair loss
L65.9,"Nonscarring hair loss, unspecified"
L66,Cicatricial alopecia [scarring hair loss]
L66.0,Pseudopelade
L66.1,Lichen planopilaris
L66.2,Folliculitis decalvans
L66.3,Perifolliculitis capitis abscedens
L66.4,Folliculitis ulerythematosa reticulata
L66.8,Other cicatricial alopecia
L66.9,"Cicatricial alopecia, unspecified"
L67,Hair colour and hair shaft abnormalities
L67.0,Trichorrhexis nodosa
L67.1,Variations in hair colour
L67.8,Other hair colour and hair shaft abnormalities
L67.9,"Hair colour and hair shaft abnormality, unspecified"
L68,Hypertrichosis
L68.0,"Hirsutism Coding-Hint Use additional external cause code (Chapter XX), if desired, to identify drug, if drug-induced."
L68.1,"Acquired hypertrichosis lanuginosa Coding-Hint Use additional external cause code (Chapter XX), if desired, to identify drug, if drug-induced."
L68.2,Localized hypertrichosis
L68.3,Polytrichia
L68.8,Other hypertrichosis
L68.9,"Hypertrichosis, unspecified"
L70,Acne
L70.0,Acne vulgaris
L70.1,Acne conglobata
L70.2,Acne varioliformis
L70.3,Acne tropica
L70.4,Infantile acne
L70.5,Acné excoriée
L70.8,Other acne
L70.9,"Acne, unspecified"
L71,Rosacea
L71.0,"Perioral dermatitis Coding-Hint Use additional external cause code (Chapter XX), if desired, to identify drug, if drug-induced."
L71.1,Rhinophyma
L71.8,Other rosacea
L71.9,"Rosacea, unspecified"
L72,Follicular cysts of skin and subcutaneous tissue
L72.0,Epidermal cyst
L72.1,Trichilemmal cyst
L72.2,Steatocystoma multiplex
L72.8,Other follicular cysts of skin and subcutaneous tissue
L72.9,"Follicular cyst of skin and subcutaneous tissue, unspecified"
L73,Other follicular disorders
L73.0,Acne keloid
L73.1,Pseudofolliculitis barbae
L73.2,Hidradenitis suppurativa
L73.8,Other specified follicular disorders
L73.9,"Follicular disorder, unspecified"
L74,Eccrine sweat disorders
L74.0,Miliaria rubra
L74.1,Miliaria crystallina
L74.2,Miliaria profunda
L74.3,"Miliaria, unspecified"
L74.4,Anhidrosis
L74.8,Other eccrine sweat disorders
L74.9,"Eccrine sweat disorder, unspecified"
L75,Apocrine sweat disorders
L75.0,Bromhidrosis
L75.1,Chromhidrosis
L75.2,Apocrine miliaria
L75.8,Other apocrine sweat disorders
L75.9,"Apocrine sweat disorder, unspecified"
L80-,ICD-10 Version
L80,Vitiligo
L81,Other disorders of pigmentation
L81.0,Postinflammatory hyperpigmentation
L81.1,Chloasma
L81.2,Freckles
L81.3,Café au lait spots
L81.4,Other melanin hyperpigmentation
L81.5,"Leukoderma, not elsewhere classified"
L81.6,Other disorders of diminished melanin formation
L81.7,Pigmented purpuric dermatosis
L81.8,Other specified disorders of pigmentation
L81.9,"Disorder of pigmentation, unspecified"
L82,Seborrhoeic keratosis
L83,Acanthosis nigricans
L84,Corns and callosities
L85,Other epidermal thickening
L85.0,Acquired ichthyosis
L85.1,Acquired keratosis [keratoderma] palmaris et plantaris
L85.2,Keratosis punctata (palmaris et plantaris)
L85.3,Xerosis cutis
L85.8,Other specified epidermal thickening
L85.9,"Epidermal thickening, unspecified"
L87,Transepidermal elimination disorders
L87.0,Keratosis follicularis et parafollicularis in cutem penetrans [Kyrle]
L87.1,Reactive perforating collagenosis
L87.2,Elastosis perforans serpiginosa
L87.8,Other transepidermal elimination disorders
L87.9,"Transepidermal elimination disorder, unspecified"
L88,Pyoderma gangrenosum
L89,Decubitus ulcer and pressure area Note: For multiple sites of differing stages assign only one code indicating the highest stage
L89.0,"Stage I decubitus ulcer and pressure area Definition The ulcer appears as a defined area of persistent redness (erythema) in lightly pigmented skin, whereas in darker skin tones, the ulcer may appear with persistent red, blue or purple hues, without skin loss"
L89.1,Stage II decubitus ulcer
L89.2,Stage III decubitus ulcer Definition Decubitus [pressure] ulcer with full thickness skin loss involving damage or necrosis of subcutaneous tissue extending to underlying fascia
L89.3,"Stage IV decubitus ulcer Definition Decubitus [pressure] ulcer with necrosis of muscle, bone or supporting structures (ie tendon or joint capsule)"
L89.9,"Decubitus ulcer and pressure area, unspecified"
L90,Atrophic disorders of skin
L90.0,Lichen sclerosus et atrophicus
L90.1,Anetoderma of Schweninger-Buzzi
L90.2,Anetoderma of Jadassohn-Pellizzari
L90.3,Atrophoderma of Pasini and Pierini
L90.4,Acrodermatitis chronica atrophicans
L90.5,Scar conditions and fibrosis of skin
L90.6,Striae atrophicae
L90.8,Other atrophic disorders of skin
L90.9,"Atrophic disorder of skin, unspecified"
L91,Hypertrophic disorders of skin
L91.0,Hypertrophic scar
L91.8,Other hypertrophic disorders of skin
L91.9,"Hypertrophic disorder of skin, unspecified"
L92,Granulomatous disorders of skin and subcutaneous tissue
L92.0,Granuloma annulare
L92.1,"Necrobiosis lipoidica, not elsewhere classified"
L92.2,Granuloma faciale [eosinophilic granuloma of skin]
L92.3,Foreign body granuloma of skin and subcutaneous tissue
L92.8,Other granulomatous disorders of skin and subcutaneous tissue
L92.9,"Granulomatous disorder of skin and subcutaneous tissue, unspecified"
L93,"Lupus erythematosus Coding-Hint Use additional external cause code (Chapter XX), if desired, to identify drug, if drug-induced."
L93.0,Discoid lupus erythematosus
L93.1,Subacute cutaneous lupus erythematosus
L93.2,Other local lupus erythematosus
L94,Other localized connective tissue disorders
L94.0,Localized scleroderma [morphea]
L94.1,Linear scleroderma
L94.2,Calcinosis cutis
L94.3,Sclerodactyly
L94.4,Gottron papules
L94.5,Poikiloderma vasculare atrophicans
L94.6,Ainhum
L94.8,Other specified localized connective tissue disorders
L94.9,"Localized connective tissue disorder, unspecified"
L95,"Vasculitis limited to skin, not elsewhere classified"
L95.0,Livedoid vasculitis
L95.1,Erythema elevatum diutinum
L95.8,Other vasculitis limited to skin
L95.9,"Vasculitis limited to skin, unspecified"
L97,"Ulcer of lower limb, not elsewhere classified"
L98,"Other disorders of skin and subcutaneous tissue, not elsewhere classified"
L98.0,Pyogenic granuloma
L98.1,Factitial dermatitis
L98.2,Febrile neutrophilic dermatosis [Sweet]
L98.3,Eosinophilic cellulitis [Wells]
L98.4,"Chronic ulcer of skin, not elsewhere classified"
L98.5,Mucinosis of skin
L98.6,Other infiltrative disorders of skin and subcutaneous tissue
L98.7,Excessive and redundant skin and subcutaneous tissue
L98.8,Other specified disorders of skin and subcutaneous tissue
L98.9,"Disorder of skin and subcutaneous tissue, unspecified"
N00-,ICD-10 Version
N00,Acute nephritic syndrome Modifier-Hint [See before N00 for subdivisions]
N01,Rapidly progressive nephritic syndrome Modifier-Hint [See before N00 for subdivisions]
N02,Recurrent and persistent haematuria Modifier-Hint [See before N00 for subdivisions]
N03,Chronic nephritic syndrome Modifier-Hint [See before N00 for subdivisions]
N04,Nephrotic syndrome Modifier-Hint [See before N00 for subdivisions]
N05,Unspecified nephritic syndrome Modifier-Hint [See before N00 for subdivisions]
N06,Isolated proteinuria with specified morphological lesion Modifier-Hint [See before N00 for subdivisions]
N07,"Hereditary nephropathy, not elsewhere classified Modifier-Hint [See before N00 for subdivisions]"
E10,E14 with common fourth character .2†
N10-,ICD-10 Version
N10,Acute tubulo-interstitial nephritis
N11,Chronic tubulo-interstitial nephritis
N11.0,Nonobstructive reflux-associated chronic pyelonephritis
N11.1,Chronic obstructive pyelonephritis
N11.8,Other chronic tubulo-interstitial nephritis
N11.9,"Chronic tubulo-interstitial nephritis, unspecified"
N12,"Tubulo-interstitial nephritis, not specified as acute or chronic"
N13,Obstructive and reflux uropathy
N13.0,Hydronephrosis with ureteropelvic junction obstruction
N13.1,"Hydronephrosis with ureteral stricture, not elsewhere classified"
N13.2,Hydronephrosis with renal and ureteral calculous obstruction
N13.3,Other and unspecified hydronephrosis
N13.4,Hydroureter
N13.5,"Kinking and stricture of ureter without hydronephrosis Coding-Hint Use additional code, if desired, to identify the underlying disease."
N13.6,Pyonephrosis
N13.7,Vesicoureteral-reflux-associated uropathy
N13.8,Other obstructive and reflux uropathy
N13.9,"Obstructive and reflux uropathy, unspecified"
N14,"Drug- and heavy-metal-induced tubulo-interstitial and tubular conditions Coding-Hint Use additional external cause code (Chapter XX), if desired, to identify toxic agent."
N14.0,Analgesic nephropathy
N14.1,"Nephropathy induced by other drugs, medicaments and biological substances"
N14.2,"Nephropathy induced by unspecified drug, medicament or biological substance"
N14.3,Nephropathy induced by heavy metals
N14.4,"Toxic nephropathy, not elsewhere classified"
N15,Other renal tubulo-interstitial diseases
N15.0,Balkan nephropathy
N15.1,Renal and perinephric abscess
N15.8,Other specified renal tubulo-interstitial diseases
N15.9,"Renal tubulo-interstitial disease, unspecified"
N17-,ICD-10 Version
N17,Acute renal failure
N17.0,Acute renal failure with tubular necrosis
N17.1,Acute renal failure with acute cortical necrosis
N17.2,Acute renal failure with medullary necrosis
N17.8,Other acute renal failure
N17.9,"Acute renal failure, unspecified"
N18,Chronic kidney disease
N18.1,"Chronic kidney disease, stage 1 Definition Kidney damage with normal or increased GFR (≥ 90 mL/min)"
N18.2,"Chronic kidney disease, stage 2 Definition Kidney damage with mild decreased GFR (60-89 mL/min)"
N18.3,"Chronic kidney disease, stage 3 Definition Kidney damage with moderately decreased GFR (30-59 mL/min)"
N18.4,"Chronic kidney disease, stage 4 Definition Kidney damage with severely decreased GFR (15-29 mL/min)"
N18.5,"Chronic kidney disease, stage 5"
N18.9,"Chronic kidney disease, unspecified"
N19,Unspecified kidney failure
N20-,ICD-10 Version
N20,Calculus of kidney and ureter
N20.0,Calculus of kidney
N20.1,Calculus of ureter
N20.2,Calculus of kidney with calculus of ureter
N20.9,"Urinary calculus, unspecified"
N21,Calculus of lower urinary tract
N21.0,Calculus in bladder
N21.1,Calculus in urethra
N21.8,Other lower urinary tract calculus
N21.9,"Calculus of lower urinary tract, unspecified"
N23,Unspecified renal colic
N25-,ICD-10 Version
N25,Disorders resulting from impaired renal tubular function
N25.0,Renal osteodystrophy
N25.1,Nephrogenic diabetes insipidus
N25.8,Other disorders resulting from impaired renal tubular function
N25.9,"Disorder resulting from impaired renal tubular function, unspecified"
N26,Unspecified contracted kidney
N27,Small kidney of unknown cause
N27.0,"Small kidney, unilateral"
N27.1,"Small kidney, bilateral"
N27.9,"Small kidney, unspecified"
N28,"Other disorders of kidney and ureter, not elsewhere classified"
N28.0,Ischaemia and infarction of kidney
N28.1,Cyst of kidney
N28.8,Other specified disorders of kidney and ureter
N28.9,"Disorder of kidney and ureter, unspecified"
N30-,ICD-10 Version
N30,"Cystitis Coding-Hint Use additional code, if desired, to identify infectious agent (B95-B98) or responsible external agent (Chapter XX)."
N30.0,Acute cystitis
N30.1,Interstitial cystitis (chronic)
N30.2,Other chronic cystitis
N30.3,Trigonitis
N30.4,Irradiation cystitis
N30.8,Other cystitis
N30.9,"Cystitis, unspecified"
N31,"Neuromuscular dysfunction of bladder, not elsewhere classified"
N31.0,"Uninhibited neuropathic bladder, not elsewhere classified"
N31.1,"Reflex neuropathic bladder, not elsewhere classified"
N31.2,"Flaccid neuropathic bladder, not elsewhere classified"
N31.8,Other neuromuscular dysfunction of bladder
N31.9,"Neuromuscular dysfunction of bladder, unspecified"
N32,Other disorders of bladder
N32.0,Bladder-neck obstruction
N32.1,Vesicointestinal fistula
N32.2,"Vesical fistula, not elsewhere classified"
N32.3,Diverticulum of bladder
N32.4,"Rupture of bladder, nontraumatic"
N32.8,Other specified disorders of bladder
N32.9,"Bladder disorder, unspecified"
N34,"Urethritis and urethral syndrome Coding-Hint Use additional code (B95-B98), if desired, to identify infectious agent."
N34.0,Urethral abscess
N34.1,Nonspecific urethritis
N34.2,Other urethritis
N34.3,"Urethral syndrome, unspecified"
N35,Urethral stricture
N35.0,Post-traumatic urethral stricture
N35.1,"Postinfective urethral stricture, not elsewhere classified"
N35.8,Other urethral stricture
N35.9,"Urethral stricture, unspecified"
N36,Other disorders of urethra
N36.0,Urethral fistula
N36.1,Urethral diverticulum
N36.2,Urethral caruncle
N36.3,Prolapsed urethral mucosa
N36.8,Other specified disorders of urethra
N36.9,"Urethral disorder, unspecified"
N39,Other disorders of urinary system
N39.0,"Urinary tract infection, site not specified Coding-Hint Use additional code (B95-B98), if desired, to identify infectious agent."
N39.1,"Persistent proteinuria, unspecified"
N39.2,"Orthostatic proteinuria, unspecified"
N39.3,"Stress incontinence Coding-Hint Use additional code (N32.8), if desired, to identify overactive bladder or detrusor muscle hyperactivity."
N39.4,Other specified urinary incontinence
N39.8,Other specified disorders of urinary system
N39.9,"Disorder of urinary system, unspecified"
N40-,ICD-10 Version
N40,Hyperplasia of prostate
N41,"Inflammatory diseases of prostate Coding-Hint Use additional code (B95-B98), if desired, to identify infectious agent."
N41.0,Acute prostatitis
N41.1,Chronic prostatitis
N41.2,Abscess of prostate
N41.3,Prostatocystitis
N41.8,Other inflammatory diseases of prostate
N41.9,"Inflammatory disease of prostate, unspecified"
N42,Other disorders of prostate
N42.0,Calculus of prostate
N42.1,Congestion and haemorrhage of prostate
N42.2,Atrophy of prostate
N42.3,Dysplasia of prostate
N42.8,Other specified disorders of prostate
N42.9,"Disorder of prostate, unspecified"
N43,Hydrocele and spermatocele
N43.0,Encysted hydrocele
N43.1,"Infected hydrocele Coding-Hint Use additional code (B95-B98), if desired, to identify infectious agent."
N43.2,Other hydrocele
N43.3,"Hydrocele, unspecified"
N43.4,Spermatocele
N44,Torsion of testis
N45,"Orchitis and epididymitis Coding-Hint Use additional code (B95-B98), if desired, to identify infectious agent."
N45.0,"Orchitis, epididymitis and epididymo-orchitis with abscess"
N45.9,"Orchitis, epididymitis and epididymo-orchitis without abscess"
N46,Male infertility
N47,"Redundant prepuce, phimosis and paraphimosis"
N48,Other disorders of penis
