Code,Description
N63.25,"Unspecified lump in the left breast, overlapping quadrants"
N63.31,Unspecified lump in axillary tail of the right breast
N63.32,Unspecified lump in axillary tail of the left breast
N63.41,"Unspecified lump in right breast, subareolar"
N63.42,"Unspecified lump in left breast, subareolar"
N64.0,Fissure and fistula of nipple
N64.1,Fat necrosis of breast
N64.2,Atrophy of breast
N64.3,Galactorrhea not associated with childbirth
N64.4,Mastodynia
N64.51,Induration of breast
N64.52,Nipple discharge
N64.53,Retraction of nipple
N64.59,Other signs and symptoms in breast
N64.81,Ptosis of breast
N64.82,Hypoplasia of breast
N64.89,Other specified disorders of breast
N64.9,"Disorder of breast, unspecified"
N65.0,Deformity of reconstructed breast
N65.1,Disproportion of reconstructed breast
N70.01,Acute salpingitis
N70.02,Acute oophoritis
N70.03,Acute salpingitis and oophoritis
N70.11,Chronic salpingitis
N70.12,Chronic oophoritis
N70.13,Chronic salpingitis and oophoritis
N70.91,"Salpingitis, unspecified"
N70.92,"Oophoritis, unspecified"
N70.93,"Salpingitis and oophoritis, unspecified"
N71.0,Acute inflammatory disease of uterus
N71.1,Chronic inflammatory disease of uterus
N71.9,"Inflammatory disease of uterus, unspecified"
N72,Inflammatory disease of cervix uteri
N73.0,Acute parametritis and pelvic cellulitis
N73.1,Chronic parametritis and pelvic cellulitis
N73.2,Unspecified parametritis and pelvic cellulitis
N73.3,Female acute pelvic peritonitis
N73.4,Female chronic pelvic peritonitis
N73.5,"Female pelvic peritonitis, unspecified"
N73.6,Female pelvic peritoneal adhesions (postinfective)
N73.8,Other specified female pelvic inflammatory diseases
N73.9,"Female pelvic inflammatory disease, unspecified"
N74,Female pelvic inflammatory disorders in diseases classified elsewhere
N75.0,Cyst of Bartholin's gland
N75.1,Abscess of Bartholin's gland
N75.8,Other diseases of Bartholin's gland
N75.9,"Disease of Bartholin's gland, unspecified"
N76.0,Acute vaginitis
N76.1,Subacute and chronic vaginitis
N76.2,Acute vulvitis
N76.3,Subacute and chronic vulvitis
N76.4,Abscess of vulva
N76.5,Ulceration of vagina
N76.6,Ulceration of vulva
N76.81,Mucositis (ulcerative) of vagina and vulva
N76.82,Fournier disease of vagina and vulva
N76.89,Other specified inflammation of vagina and vulva
N77.0,Ulceration of vulva in diseases classified elsewhere
N77.1,"Vaginitis, vulvitis and vulvovaginitis in diseases classified elsewhere"
N80.00,"Endometriosis of the uterus, unspecified"
N80.01,Superficial endometriosis of the uterus
N80.02,Deep endometriosis of the uterus
N80.03,Adenomyosis of the uterus
N80.101,"Endometriosis of right ovary, unspecified depth"
N80.102,"Endometriosis of left ovary, unspecified depth"
O00.00,Abdominal pregnancy without intrauterine pregnancy
O00.01,Abdominal pregnancy with intrauterine pregnancy
O00.101,Right tubal pregnancy without intrauterine pregnancy
O00.102,Left tubal pregnancy without intrauterine pregnancy
O00.109,Unspecified tubal pregnancy without intrauterine pregnancy
O00.111,Right tubal pregnancy with intrauterine pregnancy
O00.112,Left tubal pregnancy with intrauterine pregnancy
O00.119,Unspecified tubal pregnancy with intrauterine pregnancy
O00.201,Right ovarian pregnancy without intrauterine pregnancy
O00.202,Left ovarian pregnancy without intrauterine pregnancy
O00.209,Unspecified ovarian pregnancy without intrauterine pregnancy
O00.211,Right ovarian pregnancy with intrauterine pregnancy
O00.212,Left ovarian pregnancy with intrauterine pregnancy
O00.219,Unspecified ovarian pregnancy with intrauterine pregnancy
O00.80,Other ectopic pregnancy without intrauterine pregnancy
O00.81,Other ectopic pregnancy with intrauterine pregnancy
O00.90,Unspecified ectopic pregnancy without intrauterine pregnancy
O00.91,Unspecified ectopic pregnancy with intrauterine pregnancy
O01.0,Classical hydatidiform mole
O01.1,Incomplete and partial hydatidiform mole
O01.9,"Hydatidiform mole, unspecified"
O02.0,Blighted ovum and nonhydatidiform mole
O02.1,Missed abortion
O02.81,Inappropriate change in quantitative human chorionic gonadotropin (hCG) in early pregnancy
O02.89,Other abnormal products of conception
O02.9,"Abnormal product of conception, unspecified"
O03.0,Genital tract and pelvic infection following incomplete spontaneous abortion
O03.1,Delayed or excessive hemorrhage following incomplete spontaneous abortion
O03.2,Embolism following incomplete spontaneous abortion
O03.30,Unspecified complication following incomplete spontaneous abortion
O03.31,Shock following incomplete spontaneous abortion
O03.32,Renal failure following incomplete spontaneous abortion
O03.33,Metabolic disorder following incomplete spontaneous abortion
O03.34,Damage to pelvic organs following incomplete spontaneous abortion
O03.35,Other venous complications following incomplete spontaneous abortion
O03.36,Cardiac arrest following incomplete spontaneous abortion
O03.37,Sepsis following incomplete spontaneous abortion
O03.38,Urinary tract infection following incomplete spontaneous abortion
O03.39,Incomplete spontaneous abortion with other complications
O03.4,Incomplete spontaneous abortion without complication
O03.5,Genital tract and pelvic infection following complete or unspecified spontaneous abortion
O03.6,Delayed or excessive hemorrhage following complete or unspecified spontaneous abortion
O03.7,Embolism following complete or unspecified spontaneous abortion
O03.80,Unspecified complication following complete or unspecified spontaneous abortion
O03.81,Shock following complete or unspecified spontaneous abortion
O03.82,Renal failure following complete or unspecified spontaneous abortion
O03.83,Metabolic disorder following complete or unspecified spontaneous abortion
O03.84,Damage to pelvic organs following complete or unspecified spontaneous abortion
O03.85,Other venous complications following complete or unspecified spontaneous abortion
O03.86,Cardiac arrest following complete or unspecified spontaneous abortion
O03.87,Sepsis following complete or unspecified spontaneous abortion
O03.88,Urinary tract infection following complete or unspecified spontaneous abortion
O03.89,Complete or unspecified spontaneous abortion with other complications
O03.9,Complete or unspecified spontaneous abortion without complication
O04.5,Genital tract and pelvic infection following (induced) termination of pregnancy
O04.6,Delayed or excessive hemorrhage following (induced) termination of pregnancy
O04.7,Embolism following (induced) termination of pregnancy
O04.80,(Induced) termination of pregnancy with unspecified complications
O04.81,Shock following (induced) termination of pregnancy
O04.82,Renal failure following (induced) termination of pregnancy
O04.83,Metabolic disorder following (induced) termination of pregnancy
O04.84,Damage to pelvic organs following (induced) termination of pregnancy
O04.85,Other venous complications following (induced) termination of pregnancy
O04.86,Cardiac arrest following (induced) termination of pregnancy
O04.87,Sepsis following (induced) termination of pregnancy
O04.88,Urinary tract infection following (induced) termination of pregnancy
O04.89,(Induced) termination of pregnancy with other complications
O07.0,Genital tract and pelvic infection following failed attempted termination of pregnancy
O07.1,Delayed or excessive hemorrhage following failed attempted termination of pregnancy
O07.2,Embolism following failed attempted termination of pregnancy
O07.30,Failed attempted termination of pregnancy with unspecified complications
O07.31,Shock following failed attempted termination of pregnancy
O07.32,Renal failure following failed attempted termination of pregnancy
O07.33,Metabolic disorder following failed attempted termination of pregnancy
O07.34,Damage to pelvic organs following failed attempted termination of pregnancy
O07.35,Other venous complications following failed attempted termination of pregnancy
O07.36,Cardiac arrest following failed attempted termination of pregnancy
O07.37,Sepsis following failed attempted termination of pregnancy
O07.38,Urinary tract infection following failed attempted termination of pregnancy
O07.39,Failed attempted termination of pregnancy with other complications
O07.4,Failed attempted termination of pregnancy without complication
O08.0,Genital tract and pelvic infection following ectopic and molar pregnancy
O08.1,Delayed or excessive hemorrhage following ectopic and molar pregnancy
O08.2,Embolism following ectopic and molar pregnancy
O08.3,Shock following ectopic and molar pregnancy
O08.4,Renal failure following ectopic and molar pregnancy
O08.5,Metabolic disorders following an ectopic and molar pregnancy
O08.6,Damage to pelvic organs and tissues following an ectopic and molar pregnancy
O08.7,Other venous complications following an ectopic and molar pregnancy
O08.81,Cardiac arrest following an ectopic and molar pregnancy
O08.82,Sepsis following ectopic and molar pregnancy
O08.83,Urinary tract infection following an ectopic and molar pregnancy
O08.89,Other complications following an ectopic and molar pregnancy
O08.9,Unspecified complication following an ectopic and molar pregnancy
O09.00,"Supervision of pregnancy with history of infertility, unspecified trimester"
O09.01,"Supervision of pregnancy with history of infertility, first trimester"
O09.02,"Supervision of pregnancy with history of infertility, second trimester"
O09.03,"Supervision of pregnancy with history of infertility, third trimester"
O09.10,"Supervision of pregnancy with history of ectopic pregnancy, unspecified trimester"
O09.11,"Supervision of pregnancy with history of ectopic pregnancy, first trimester"
O09.12,"Supervision of pregnancy with history of ectopic pregnancy, second trimester"
O09.13,"Supervision of pregnancy with history of ectopic pregnancy, third trimester"
O09.A0,"Supervision of pregnancy with history of molar pregnancy, unspecified trimester"
O09.A1,"Supervision of pregnancy with history of molar pregnancy, first trimester"
O09.A2,"Supervision of pregnancy with history of molar pregnancy, second trimester"
O09.A3,"Supervision of pregnancy with history of molar pregnancy, third trimester"
O09.211,"Supervision of pregnancy with history of pre-term labor, first trimester"
O09.212,"Supervision of pregnancy with history of pre-term labor, second trimester"
O09.213,"Supervision of pregnancy with history of pre-term labor, third trimester"
O09.219,"Supervision of pregnancy with history of pre-term labor, unspecified trimester"
O09.291,"Supervision of pregnancy with other poor reproductive or obstetric history, first trimester"
O09.292,"Supervision of pregnancy with other poor reproductive or obstetric history, second trimester"
O09.293,"Supervision of pregnancy with other poor reproductive or obstetric history, third trimester"
O09.299,"Supervision of pregnancy with other poor reproductive or obstetric history, unspecified trimester"
O09.30,"Supervision of pregnancy with insufficient antenatal care, unspecified trimester"
O09.31,"Supervision of pregnancy with insufficient antenatal care, first trimester"
O09.32,"Supervision of pregnancy with insufficient antenatal care, second trimester"
O09.33,"Supervision of pregnancy with insufficient antenatal care, third trimester"
O09.40,"Supervision of pregnancy with grand multiparity, unspecified trimester"
O09.41,"Supervision of pregnancy with grand multiparity, first trimester"
O09.42,"Supervision of pregnancy with grand multiparity, second trimester"
O09.43,"Supervision of pregnancy with grand multiparity, third trimester"
O09.511,"Supervision of elderly primigravida, first trimester"
O09.512,"Supervision of elderly primigravida, second trimester"
O09.513,"Supervision of elderly primigravida, third trimester"
O09.519,"Supervision of elderly primigravida, unspecified trimester"
O09.521,"Supervision of elderly multigravida, first trimester"
O09.522,"Supervision of elderly multigravida, second trimester"
O09.523,"Supervision of elderly multigravida, third trimester"
O09.529,"Supervision of elderly multigravida, unspecified trimester"
O09.611,"Supervision of young primigravida, first trimester"
O09.612,"Supervision of young primigravida, second trimester"
O09.613,"Supervision of young primigravida, third trimester"
O09.619,"Supervision of young primigravida, unspecified trimester"
O09.621,"Supervision of young multigravida, first trimester"
O09.622,"Supervision of young multigravida, second trimester"
O09.623,"Supervision of young multigravida, third trimester"
O09.629,"Supervision of young multigravida, unspecified trimester"
O09.70,"Supervision of high risk pregnancy due to social problems, unspecified trimester"
O09.71,"Supervision of high risk pregnancy due to social problems, first trimester"
O09.72,"Supervision of high risk pregnancy due to social problems, second trimester"
O09.73,"Supervision of high risk pregnancy due to social problems, third trimester"
O09.811,"Supervision of pregnancy resulting from assisted reproductive technology, first trimester"
O09.812,"Supervision of pregnancy resulting from assisted reproductive technology, second trimester"
O09.813,"Supervision of pregnancy resulting from assisted reproductive technology, third trimester"
O09.819,"Supervision of pregnancy resulting from assisted reproductive technology, unspecified trimester"
O09.821,"Supervision of pregnancy with history of in utero procedure during previous pregnancy, first trimester"
O09.822,"Supervision of pregnancy with history of in utero procedure during previous pregnancy, second trimester"
O09.823,"Supervision of pregnancy with history of in utero procedure during previous pregnancy, third trimester"
O09.829,"Supervision of pregnancy with history of in utero procedure during previous pregnancy, unspecified trimester"
O09.891,"Supervision of other high risk pregnancies, first trimester"
O09.892,"Supervision of other high risk pregnancies, second trimester"
O09.893,"Supervision of other high risk pregnancies, third trimester"
O09.899,"Supervision of other high risk pregnancies, unspecified trimester"
O09.90,"Supervision of high risk pregnancy, unspecified, unspecified trimester"
O09.91,"Supervision of high risk pregnancy, unspecified, first trimester"
O09.92,"Supervision of high risk pregnancy, unspecified, second trimester"
O09.93,"Supervision of high risk pregnancy, unspecified, third trimester"
O10.011,"Pre-existing essential hypertension complicating pregnancy, first trimester"
O10.012,"Pre-existing essential hypertension complicating pregnancy, second trimester"
O10.013,"Pre-existing essential hypertension complicating pregnancy, third trimester"
O10.019,"Pre-existing essential hypertension complicating pregnancy, unspecified trimester"
O10.02,Pre-existing essential hypertension complicating childbirth
O10.03,Pre-existing essential hypertension complicating the puerperium
O10.111,"Pre-existing hypertensive heart disease complicating pregnancy, first trimester"
O10.112,"Pre-existing hypertensive heart disease complicating pregnancy, second trimester"
O10.113,"Pre-existing hypertensive heart disease complicating pregnancy, third trimester"
O10.119,"Pre-existing hypertensive heart disease complicating pregnancy, unspecified trimester"
O10.12,Pre-existing hypertensive heart disease complicating childbirth
O10.13,Pre-existing hypertensive heart disease complicating the puerperium
O10.211,"Pre-existing hypertensive chronic kidney disease complicating pregnancy, first trimester"
O10.212,"Pre-existing hypertensive chronic kidney disease complicating pregnancy, second trimester"
O10.213,"Pre-existing hypertensive chronic kidney disease complicating pregnancy, third trimester"
O10.219,"Pre-existing hypertensive chronic kidney disease complicating pregnancy, unspecified trimester"
O10.22,Pre-existing hypertensive chronic kidney disease complicating childbirth
O10.23,Pre-existing hypertensive chronic kidney disease complicating the puerperium
O10.311,"Pre-existing hypertensive heart and chronic kidney disease complicating pregnancy, first trimester"
O10.312,"Pre-existing hypertensive heart and chronic kidney disease complicating pregnancy, second trimester"
O10.313,"Pre-existing hypertensive heart and chronic kidney disease complicating pregnancy, third trimester"
O10.319,"Pre-existing hypertensive heart and chronic kidney disease complicating pregnancy, unspecified trimester"
O10.32,Pre-existing hypertensive heart and chronic kidney disease complicating childbirth
O10.33,Pre-existing hypertensive heart and chronic kidney disease complicating the puerperium
O10.411,"Pre-existing secondary hypertension complicating pregnancy, first trimester"
O10.412,"Pre-existing secondary hypertension complicating pregnancy, second trimester"
O10.413,"Pre-existing secondary hypertension complicating pregnancy, third trimester"
O10.419,"Pre-existing secondary hypertension complicating pregnancy, unspecified trimester"
O10.42,Pre-existing secondary hypertension complicating childbirth
O10.43,Pre-existing secondary hypertension complicating the puerperium
O10.911,"Unspecified pre-existing hypertension complicating pregnancy, first trimester"
O10.912,"Unspecified pre-existing hypertension complicating pregnancy, second trimester"
O10.913,"Unspecified pre-existing hypertension complicating pregnancy, third trimester"
O10.919,"Unspecified pre-existing hypertension complicating pregnancy, unspecified trimester"
O10.92,Unspecified pre-existing hypertension complicating childbirth
O10.93,Unspecified pre-existing hypertension complicating the puerperium
O11.1,"Pre-existing hypertension with pre-eclampsia, first trimester"
O11.2,"Pre-existing hypertension with pre-eclampsia, second trimester"
O11.3,"Pre-existing hypertension with pre-eclampsia, third trimester"
O11.4,"Pre-existing hypertension with pre-eclampsia, complicating childbirth"
O11.5,"Pre-existing hypertension with pre-eclampsia, complicating the puerperium"
O11.9,"Pre-existing hypertension with pre-eclampsia, unspecified trimester"
O12.00,"Gestational edema, unspecified trimester"
O12.01,"Gestational edema, first trimester"
O12.02,"Gestational edema, second trimester"
O12.03,"Gestational edema, third trimester"
O12.04,"Gestational edema, complicating childbirth"
O12.05,"Gestational edema, complicating the puerperium"
O12.10,"Gestational proteinuria, unspecified trimester"
O12.11,"Gestational proteinuria, first trimester"
O12.12,"Gestational proteinuria, second trimester"
O12.13,"Gestational proteinuria, third trimester"
O12.14,"Gestational proteinuria, complicating childbirth"
O12.15,"Gestational proteinuria, complicating the puerperium"
O12.20,"Gestational edema with proteinuria, unspecified trimester"
O12.21,"Gestational edema with proteinuria, first trimester"
O12.22,"Gestational edema with proteinuria, second trimester"
O12.23,"Gestational edema with proteinuria, third trimester"
O12.24,"Gestational edema with proteinuria, complicating childbirth"
O12.25,"Gestational edema with proteinuria, complicating the puerperium"
O13.1,"Gestational [pregnancy-induced] hypertension without significant proteinuria, first trimester"
O13.2,"Gestational [pregnancy-induced] hypertension without significant proteinuria, second trimester"
O13.3,"Gestational [pregnancy-induced] hypertension without significant proteinuria, third trimester"
O13.4,"Gestational [pregnancy-induced] hypertension without significant proteinuria, complicating childbirth"
O13.5,"Gestational [pregnancy-induced] hypertension without significant proteinuria, complicating the puerperium"
O13.9,"Gestational [pregnancy-induced] hypertension without significant proteinuria, unspecified trimester"
O14.00,"Mild to moderate pre-eclampsia, unspecified trimester"
O14.02,"Mild to moderate pre-eclampsia, second trimester"
O14.03,"Mild to moderate pre-eclampsia, third trimester"
O14.04,"Mild to moderate pre-eclampsia, complicating childbirth"
O14.05,"Mild to moderate pre-eclampsia, complicating the puerperium"
O14.10,"Severe pre-eclampsia, unspecified trimester"
O14.12,"Severe pre-eclampsia, second trimester"
O14.13,"Severe pre-eclampsia, third trimester"
O14.14,Severe pre-eclampsia complicating childbirth
O14.15,"Severe pre-eclampsia, complicating the puerperium"
O14.20,"HELLP syndrome (HELLP), unspecified trimester"
O14.22,"HELLP syndrome (HELLP), second trimester"
O14.23,"HELLP syndrome (HELLP), third trimester"
O14.24,"HELLP syndrome, complicating childbirth"
O14.25,"HELLP syndrome, complicating the puerperium"
O14.90,"Unspecified pre-eclampsia, unspecified trimester"
O14.92,"Unspecified pre-eclampsia, second trimester"
O14.93,"Unspecified pre-eclampsia, third trimester"
O14.94,"Unspecified pre-eclampsia, complicating childbirth"
O14.95,"Unspecified pre-eclampsia, complicating the puerperium"
O15.00,"Eclampsia complicating pregnancy, unspecified trimester"
O15.02,"Eclampsia complicating pregnancy, second trimester"
O15.03,"Eclampsia complicating pregnancy, third trimester"
O15.1,Eclampsia complicating labor
O15.2,Eclampsia complicating the puerperium
O15.9,"Eclampsia, unspecified as to time period"
O16.1,"Unspecified maternal hypertension, first trimester"
O16.2,"Unspecified maternal hypertension, second trimester"
O16.3,"Unspecified maternal hypertension, third trimester"
O16.4,"Unspecified maternal hypertension, complicating childbirth"
O16.5,"Unspecified maternal hypertension, complicating the puerperium"
O16.9,"Unspecified maternal hypertension, unspecified trimester"
O20.0,Threatened abortion
O20.8,Other hemorrhage in early pregnancy
O20.9,"Hemorrhage in early pregnancy, unspecified"
O21.0,Mild hyperemesis gravidarum
O21.1,Hyperemesis gravidarum with metabolic disturbance
O21.2,Late vomiting of pregnancy
O21.8,Other vomiting complicating pregnancy
O21.9,"Vomiting of pregnancy, unspecified"
O22.00,"Varicose veins of lower extremity in pregnancy, unspecified trimester"
O22.01,"Varicose veins of lower extremity in pregnancy, first trimester"
O22.02,"Varicose veins of lower extremity in pregnancy, second trimester"
O22.03,"Varicose veins of lower extremity in pregnancy, third trimester"
O22.10,"Genital varices in pregnancy, unspecified trimester"
O22.11,"Genital varices in pregnancy, first trimester"
O22.12,"Genital varices in pregnancy, second trimester"
O22.13,"Genital varices in pregnancy, third trimester"
O22.20,"Superficial thrombophlebitis in pregnancy, unspecified trimester"
O22.21,"Superficial thrombophlebitis in pregnancy, first trimester"
O22.22,"Superficial thrombophlebitis in pregnancy, second trimester"
O22.23,"Superficial thrombophlebitis in pregnancy, third trimester"
O22.30,"Deep phlebothrombosis in pregnancy, unspecified trimester"
O22.31,"Deep phlebothrombosis in pregnancy, first trimester"
O22.32,"Deep phlebothrombosis in pregnancy, second trimester"
O22.33,"Deep phlebothrombosis in pregnancy, third trimester"
O22.40,"Hemorrhoids in pregnancy, unspecified trimester"
O22.41,"Hemorrhoids in pregnancy, first trimester"
O22.42,"Hemorrhoids in pregnancy, second trimester"
O22.43,"Hemorrhoids in pregnancy, third trimester"
O22.50,"Cerebral venous thrombosis in pregnancy, unspecified trimester"
O22.51,"Cerebral venous thrombosis in pregnancy, first trimester"
O22.52,"Cerebral venous thrombosis in pregnancy, second trimester"
O22.53,"Cerebral venous thrombosis in pregnancy, third trimester"
O22.8X1,"Other venous complications in pregnancy, first trimester"
O22.8X2,"Other venous complications in pregnancy, second trimester"
O22.8X3,"Other venous complications in pregnancy, third trimester"
O22.8X9,"Other venous complications in pregnancy, unspecified trimester"
O22.90,"Venous complication in pregnancy, unspecified, unspecified trimester"
O22.91,"Venous complication in pregnancy, unspecified, first trimester"
O22.92,"Venous complication in pregnancy, unspecified, second trimester"
O22.93,"Venous complication in pregnancy, unspecified, third trimester"
O23.00,"Infections of kidney in pregnancy, unspecified trimester"
O23.01,"Infections of kidney in pregnancy, first trimester"
O23.02,"Infections of kidney in pregnancy, second trimester"
O23.03,"Infections of kidney in pregnancy, third trimester"
O23.10,"Infections of bladder in pregnancy, unspecified trimester"
O23.11,"Infections of bladder in pregnancy, first trimester"
O23.12,"Infections of bladder in pregnancy, second trimester"
O23.13,"Infections of bladder in pregnancy, third trimester"
O23.20,"Infections of urethra in pregnancy, unspecified trimester"
O23.21,"Infections of urethra in pregnancy, first trimester"
O23.22,"Infections of urethra in pregnancy, second trimester"
O23.23,"Infections of urethra in pregnancy, third trimester"
O23.30,"Infections of other parts of urinary tract in pregnancy, unspecified trimester"
O23.31,"Infections of other parts of urinary tract in pregnancy, first trimester"
O23.32,"Infections of other parts of urinary tract in pregnancy, second trimester"
O23.33,"Infections of other parts of urinary tract in pregnancy, third trimester"
O23.40,"Unspecified infection of urinary tract in pregnancy, unspecified trimester"
O23.41,"Unspecified infection of urinary tract in pregnancy, first trimester"
O23.42,"Unspecified infection of urinary tract in pregnancy, second trimester"
O23.43,"Unspecified infection of urinary tract in pregnancy, third trimester"
O23.511,"Infections of cervix in pregnancy, first trimester"
O23.512,"Infections of cervix in pregnancy, second trimester"
O23.513,"Infections of cervix in pregnancy, third trimester"
O23.519,"Infections of cervix in pregnancy, unspecified trimester"
O23.521,"Salpingo-oophoritis in pregnancy, first trimester"
O23.522,"Salpingo-oophoritis in pregnancy, second trimester"
O23.523,"Salpingo-oophoritis in pregnancy, third trimester"
O23.529,"Salpingo-oophoritis in pregnancy, unspecified trimester"
O23.591,"Infection of other part of genital tract in pregnancy, first trimester"
O23.592,"Infection of other part of genital tract in pregnancy, second trimester"
O23.593,"Infection of other part of genital tract in pregnancy, third trimester"
O23.599,"Infection of other part of genital tract in pregnancy, unspecified trimester"
O23.90,"Unspecified genitourinary tract infection in pregnancy, unspecified trimester"
O23.91,"Unspecified genitourinary tract infection in pregnancy, first trimester"
O23.92,"Unspecified genitourinary tract infection in pregnancy, second trimester"
O23.93,"Unspecified genitourinary tract infection in pregnancy, third trimester"
O24.011,"Pre-existing type 1 diabetes mellitus, in pregnancy, first trimester"
O24.012,"Pre-existing type 1 diabetes mellitus, in pregnancy, second trimester"
O24.013,"Pre-existing type 1 diabetes mellitus, in pregnancy, third trimester"
O24.019,"Pre-existing type 1 diabetes mellitus, in pregnancy, unspecified trimester"
O24.02,"Pre-existing type 1 diabetes mellitus, in childbirth"
O24.03,"Pre-existing type 1 diabetes mellitus, in the puerperium"
O24.111,"Pre-existing type 2 diabetes mellitus, in pregnancy, first trimester"
O24.112,"Pre-existing type 2 diabetes mellitus, in pregnancy, second trimester"
O24.113,"Pre-existing type 2 diabetes mellitus, in pregnancy, third trimester"
O24.119,"Pre-existing type 2 diabetes mellitus, in pregnancy, unspecified trimester"
O24.12,"Pre-existing type 2 diabetes mellitus, in childbirth"
O24.13,"Pre-existing type 2 diabetes mellitus, in the puerperium"
O24.311,"Unspecified pre-existing diabetes mellitus in pregnancy, first trimester"
O24.312,"Unspecified pre-existing diabetes mellitus in pregnancy, second trimester"
O24.313,"Unspecified pre-existing diabetes mellitus in pregnancy, third trimester"
O24.319,"Unspecified pre-existing diabetes mellitus in pregnancy, unspecified trimester"
O24.32,Unspecified pre-existing diabetes mellitus in childbirth
O24.33,Unspecified pre-existing diabetes mellitus in the puerperium
O24.410,"Gestational diabetes mellitus in pregnancy, diet controlled"
O24.414,"Gestational diabetes mellitus in pregnancy, insulin controlled"
O24.415,"Gestational diabetes mellitus in pregnancy, controlled by oral hypoglycemic drugs"
O24.419,"Gestational diabetes mellitus in pregnancy, unspecified control"
O24.420,"Gestational diabetes mellitus in childbirth, diet controlled"
O24.424,"Gestational diabetes mellitus in childbirth, insulin controlled"
O24.425,"Gestational diabetes mellitus in childbirth, controlled by oral hypoglycemic drugs"
O24.429,"Gestational diabetes mellitus in childbirth, unspecified control"
O24.430,"Gestational diabetes mellitus in the puerperium, diet controlled"
O24.434,"Gestational diabetes mellitus in the puerperium, insulin controlled"
O24.435,"Gestational diabetes mellitus in puerperium, controlled by oral hypoglycemic drugs"
O24.439,"Gestational diabetes mellitus in the puerperium, unspecified control"
O24.811,"Other pre-existing diabetes mellitus in pregnancy, first trimester"
O24.812,"Other pre-existing diabetes mellitus in pregnancy, second trimester"
O24.813,"Other pre-existing diabetes mellitus in pregnancy, third trimester"
O24.819,"Other pre-existing diabetes mellitus in pregnancy, unspecified trimester"
O24.82,Other pre-existing diabetes mellitus in childbirth
O24.83,Other pre-existing diabetes mellitus in the puerperium
O24.911,"Unspecified diabetes mellitus in pregnancy, first trimester"
O24.912,"Unspecified diabetes mellitus in pregnancy, second trimester"
O24.913,"Unspecified diabetes mellitus in pregnancy, third trimester"
O24.919,"Unspecified diabetes mellitus in pregnancy, unspecified trimester"
O24.92,Unspecified diabetes mellitus in childbirth
O24.93,Unspecified diabetes mellitus in the puerperium
O25.10,"Malnutrition in pregnancy, unspecified trimester"
O25.11,"Malnutrition in pregnancy, first trimester"
O25.12,"Malnutrition in pregnancy, second trimester"
O25.13,"Malnutrition in pregnancy, third trimester"
O25.2,Malnutrition in childbirth
O25.3,Malnutrition in the puerperium
O26.00,"Excessive weight gain in pregnancy, unspecified trimester"
O26.01,"Excessive weight gain in pregnancy, first trimester"
O26.02,"Excessive weight gain in pregnancy, second trimester"
O26.03,"Excessive weight gain in pregnancy, third trimester"
O26.10,"Low weight gain in pregnancy, unspecified trimester"
O26.11,"Low weight gain in pregnancy, first trimester"
O26.12,"Low weight gain in pregnancy, second trimester"
O26.13,"Low weight gain in pregnancy, third trimester"
O26.20,"Pregnancy care for patient with recurrent pregnancy loss, unspecified trimester"
O26.21,"Pregnancy care for patient with recurrent pregnancy loss, first trimester"
O26.22,"Pregnancy care for patient with recurrent pregnancy loss, second trimester"
O26.23,"Pregnancy care for patient with recurrent pregnancy loss, third trimester"
O26.30,"Retained intrauterine contraceptive device in pregnancy, unspecified trimester"
O26.31,"Retained intrauterine contraceptive device in pregnancy, first trimester"
O26.32,"Retained intrauterine contraceptive device in pregnancy, second trimester"
O26.33,"Retained intrauterine contraceptive device in pregnancy, third trimester"
O26.40,"Herpes gestationis, unspecified trimester"
O26.41,"Herpes gestationis, first trimester"
O26.42,"Herpes gestationis, second trimester"
O26.43,"Herpes gestationis, third trimester"
O26.50,"Maternal hypotension syndrome, unspecified trimester"
O26.51,"Maternal hypotension syndrome, first trimester"
O26.52,"Maternal hypotension syndrome, second trimester"
O26.53,"Maternal hypotension syndrome, third trimester"
O26.611,"Liver and biliary tract disorders in pregnancy, first trimester"
O26.612,"Liver and biliary tract disorders in pregnancy, second trimester"
O26.613,"Liver and biliary tract disorders in pregnancy, third trimester"
O26.619,"Liver and biliary tract disorders in pregnancy, unspecified trimester"
O26.62,Liver and biliary tract disorders in childbirth
O26.63,Liver and biliary tract disorders in the puerperium
O26.641,"Intrahepatic cholestasis of pregnancy, first trimester"
O26.642,"Intrahepatic cholestasis of pregnancy, second trimester"
O26.643,"Intrahepatic cholestasis of pregnancy, third trimester"
O26.649,"Intrahepatic cholestasis of pregnancy, unspecified trimester"
O26.711,"Subluxation of symphysis (pubis) in pregnancy, first trimester"
O26.712,"Subluxation of symphysis (pubis) in pregnancy, second trimester"
O26.713,"Subluxation of symphysis (pubis) in pregnancy, third trimester"
O26.719,"Subluxation of symphysis (pubis) in pregnancy, unspecified trimester"
O26.72,Subluxation of symphysis (pubis) in childbirth
O26.73,Subluxation of symphysis (pubis) in the puerperium
O26.811,"Pregnancy related exhaustion and fatigue, first trimester"
O26.812,"Pregnancy related exhaustion and fatigue, second trimester"
O26.813,"Pregnancy related exhaustion and fatigue, third trimester"
O26.819,"Pregnancy related exhaustion and fatigue, unspecified trimester"
O26.821,"Pregnancy related peripheral neuritis, first trimester"
O26.822,"Pregnancy related peripheral neuritis, second trimester"
O26.823,"Pregnancy related peripheral neuritis, third trimester"
